x_m,p_over_rho_m2_s2
8.184000,4.185675
8.190000,4.185559
8.196000,4.185443
8.202000,4.185327
8.208000,4.185211
8.214000,4.185095
8.220000,4.184980
8.226000,4.184864
8.232000,4.184748
8.238000,4.184632
8.244000,4.184516
8.250000,4.184401
8.256000,4.184285
8.262000,4.184169
8.268000,4.184053
8.274000,4.183937
8.280000,4.183821
8.286000,4.183706
8.292000,4.183590
8.298000,4.183474
8.304000,4.183358
8.310000,4.183242
8.316000,4.183126
8.322000,4.183011
8.328000,4.182895
8.334000,4.182779
8.340000,4.182663
8.346000,4.182547
8.352000,4.182432
8.358000,4.182316
8.364000,4.182200
8.370000,4.182084
8.376000,4.181968
8.382000,4.181852
8.388000,4.181737
8.394000,4.181621
8.400000,4.181505
8.406000,4.181389
8.412000,4.181273
8.418000,4.181157
8.424000,4.181042
8.430000,4.180926
8.436000,4.180810
8.442000,4.180694
8.448000,4.180578
8.454000,4.180463
8.460000,4.180347
8.466000,4.180231
8.472000,4.180115
8.478000,4.179999
8.484000,4.179883
8.490000,4.179768
8.496000,4.179652
8.502000,4.179536
8.508000,4.179420
8.514000,4.179304
8.520000,4.179188
8.526000,4.179073
8.532000,4.178957
8.538000,4.178841
8.544000,4.178725
8.550000,4.178609
8.556000,4.178494
8.562000,4.178378
8.568000,4.178262
8.574000,4.178146
8.580000,4.178030
8.586000,4.177914
8.592000,4.177799
8.598000,4.177683
8.604000,4.177567
8.610000,4.177451
8.616000,4.177335
8.622000,4.177219
8.628000,4.177104
8.634000,4.176988
8.640000,4.176872
8.646000,4.176756
8.652000,4.176640
8.658000,4.176525
8.664000,4.176409
8.670000,4.176293
8.676000,4.176177
8.682000,4.176061
8.688000,4.175945
8.694000,4.175830
8.700000,4.175714
8.706000,4.175598
8.712000,4.175482
8.718000,4.175366
8.724000,4.175250
8.730000,4.175135
8.736000,4.175019
8.742000,4.174903
8.748000,4.174787
8.754000,4.174671
8.760000,4.174556
8.766000,4.174440
8.772000,4.174324
8.778000,4.174208
8.784000,4.174092
8.790000,4.173976
8.796000,4.173861
8.802000,4.173745
8.808000,4.173629
8.814000,4.173513
8.820000,4.173397
8.826000,4.173281
8.832000,4.173166
8.838000,4.173050
8.844000,4.172934
8.850000,4.172818
8.856000,4.172702
8.862000,4.172587
8.868000,4.172471
8.874000,4.172355
8.880000,4.172239
8.886000,4.172123
8.892000,4.172007
8.898000,4.171892
8.904000,4.171776
8.910000,4.171660
8.916000,4.171544
8.922000,4.171428
8.928000,4.171312
8.934000,4.171197
8.940000,4.171081
8.946000,4.170965
8.952000,4.170849
8.958000,4.170733
8.964000,4.170618
8.970000,4.170502
8.976000,4.170386
8.982000,4.170270
8.988000,4.170154
8.994000,4.170038
9.000000,4.169923
9.006000,1.541833
9.012000,1.538743
9.018000,1.535653
9.024000,1.532563
9.030000,1.529473
9.036000,1.526384
9.042000,1.523294
9.048000,1.520204
9.054000,1.517114
9.060000,1.514024
9.066000,1.510934
9.072000,1.507844
9.078000,1.504755
9.084000,1.501665
9.090000,1.498575
9.096000,1.495485
9.102000,1.492395
9.108000,1.489305
9.114000,1.486216
9.120000,1.483126
9.126000,1.480036
9.132000,1.476946
9.138000,1.473856
9.144000,1.470766
9.150000,1.467676
9.156000,1.464587
9.162000,1.461497
9.168000,1.458407
9.174000,1.455317
9.180000,1.452227
9.186000,1.449137
9.192000,1.446048
9.198000,1.442958
9.204000,1.439868
9.210000,1.436778
9.216000,1.433688
9.222000,1.430598
9.228000,1.427508
9.234000,1.424419
9.240000,1.421329
9.246000,1.418239
9.252000,1.415149
9.258000,1.412059
9.264000,1.408969
9.270000,1.405880
9.276000,1.402790
9.282000,1.399700
9.288000,1.396610
9.294000,1.393520
9.300000,1.390430
9.306000,1.387340
9.312000,1.384251
9.318000,1.381161
9.324000,1.378071
9.330000,1.374981
9.336000,1.371891
9.342000,1.368801
9.348000,1.365712
9.354000,1.362622
9.360000,1.359532
9.366000,1.356442
9.372000,1.353352
9.378000,1.350262
9.384000,1.347173
9.390000,1.344083
9.396000,1.340993
9.402000,1.337903
9.408000,1.334813
9.414000,1.331723
9.420000,1.328633
9.426000,1.325544
9.432000,1.322454
9.438000,1.319364
9.444000,1.316274
9.450000,1.313184
9.456000,1.310094
9.462000,1.307005
9.468000,1.303915
9.474000,1.300825
9.480000,1.297735
9.486000,1.294645
9.492000,1.291555
9.498000,1.288465
9.504000,1.285376
9.510000,1.282286
9.516000,1.279196
9.522000,1.276106
9.528000,1.273016
9.534000,1.269926
9.540000,1.266837
9.546000,1.263747
9.552000,1.260657
9.558000,1.257567
9.564000,1.254477
9.570000,1.251387
9.576000,1.248297
9.582000,1.245208
9.588000,1.242118
9.594000,1.239028
9.600000,1.235938
9.606000,1.232848
9.612000,1.229758
9.618000,1.226669
9.624000,1.223579
9.630000,1.220489
9.636000,1.217399
9.642000,1.214309
9.648000,1.211219
9.654000,1.208129
9.660000,1.205040
9.666000,1.201950
9.672000,1.198860
9.678000,1.195770
9.684000,1.192680
9.690000,1.189590
9.696000,1.186501
9.702000,1.183411
9.708000,1.180321
9.714000,1.177231
9.720000,1.174141
9.726000,1.171051
9.732000,1.167961
9.738000,1.164872
9.744000,1.161782
9.750000,1.158692
9.756000,1.155602
9.762000,1.152512
9.768000,1.149422
9.774000,1.146333
9.780000,1.143243
9.786000,1.140153
9.792000,1.137063
9.798000,1.133973
9.804000,1.130883
9.810000,1.127793
9.816000,1.124704
9.822000,1.121614
9.828000,1.118524
9.834000,1.115434
9.840000,1.112344
9.846000,1.109254
9.852000,1.106165
9.858000,1.103075
9.864000,1.099985
9.870000,1.096895
9.876000,1.093805
9.882000,1.090715
9.888000,1.087626
9.894000,1.084536
9.900000,1.081446
9.906000,1.078356
9.912000,1.075266
9.918000,1.072176
9.924000,1.069086
9.930000,1.065997
9.936000,1.062907
9.942000,1.059817
9.948000,1.056727
9.954000,1.053637
9.960000,1.050547
9.966000,1.047458
9.972000,1.044368
9.978000,1.041278
9.984000,1.038188
9.990000,1.035098
9.996000,1.032008
10.002000,1.028918
10.008000,1.025829
10.014000,1.022739
10.020000,1.019649
10.026000,1.016559
10.032000,1.013469
10.038000,1.010379
10.044000,1.007290
10.050000,1.004200
10.056000,1.001110
10.062000,0.998020
10.068000,0.994930
10.074000,0.991840
10.080000,0.988750
10.086000,0.985661
10.092000,0.982571
10.098000,0.979481
10.104000,0.976391
10.110000,0.973301
10.116000,0.970211
10.122000,0.967122
10.128000,0.964032
10.134000,0.960942
10.140000,0.957852
10.146000,0.954762
10.152000,0.951672
10.158000,0.948582
10.164000,0.945493
10.170000,0.942403
10.176000,0.939313
10.182000,0.936223
10.188000,0.933133
10.194000,0.930043
10.200000,0.926954
10.206000,0.923864
10.212000,0.920774
10.218000,0.917684
10.224000,0.914594
10.230000,0.911504
10.236000,0.908414
10.242000,0.905325
10.248000,0.902235
10.254000,0.899145
10.260000,0.896055
10.266000,0.892965
10.272000,0.889875
10.278000,0.886786
10.284000,0.883696
10.290000,0.880606
10.296000,0.877516
10.302000,0.874426
10.308000,0.871336
10.314000,0.868247
10.320000,0.865157
10.326000,0.862067
10.332000,0.858977
10.338000,0.855887
10.344000,0.852797
10.350000,0.849707
10.356000,0.846618
10.362000,0.843528
10.368000,0.840438
10.374000,0.837348
10.380000,0.834258
10.386000,0.831168
10.392000,0.828079
10.398000,0.824989
10.404000,0.821899
10.410000,0.818809
10.416000,0.815719
10.422000,0.812629
10.428000,0.809539
10.434000,0.806450
10.440000,0.803360
10.446000,0.800270
10.452000,0.797180
10.458000,0.794090
10.464000,0.791000
10.470000,0.787911
10.476000,0.784821
10.482000,0.781731
10.488000,0.778641
10.494000,0.775551
10.500000,0.772461
10.506000,0.769371
10.512000,0.766282
10.518000,0.763192
10.524000,0.760102
10.530000,0.757012
10.536000,0.753922
10.542000,0.750832
10.548000,0.747743
10.554000,0.744653
10.560000,0.741563
10.566000,0.738473
10.572000,0.735383
10.578000,0.732293
10.584000,0.729203
10.590000,0.726114
10.596000,0.723024
10.602000,0.719934
10.608000,0.716844
10.614000,0.713754
10.620000,0.710664
10.626000,0.707575
10.632000,0.704485
10.638000,0.701395
10.644000,0.698305
10.650000,0.695215
10.656000,0.692125
10.662000,0.689035
10.668000,0.685946
10.674000,0.682856
10.680000,0.679766
10.686000,0.676676
10.692000,0.673586
10.698000,0.670496
10.704000,0.667407
10.710000,0.664317
10.716000,0.661227
10.722000,0.658137
10.728000,0.655047
10.734000,0.651957
10.740000,0.648867
10.746000,0.645778
10.752000,0.642688
10.758000,0.639598
10.764000,0.636508
10.770000,0.633418
10.776000,0.630328
10.782000,0.627239
10.788000,0.624149
10.794000,0.621059
10.800000,0.617969
10.806000,0.614879
10.812000,0.611789
10.818000,0.608700
10.824000,0.605610
10.830000,0.602520
10.836000,0.599430
10.842000,0.596340
10.848000,0.593250
10.854000,0.590160
10.860000,0.587071
10.866000,0.583981
10.872000,0.580891
10.878000,0.577801
10.884000,0.574711
10.890000,0.571621
10.896000,0.568532
10.902000,0.565442
10.908000,0.562352
10.914000,0.559262
10.920000,0.556172
10.926000,0.553082
10.932000,0.549992
10.938000,0.546903
10.944000,0.543813
10.950000,0.540723
10.956000,0.537633
10.962000,0.534543
10.968000,0.531453
10.974000,0.528364
10.980000,0.525274
10.986000,0.522184
10.992000,0.519094
10.998000,0.516004
11.004000,0.512914
11.010000,0.509824
11.016000,0.506735
11.022000,0.503645
11.028000,0.500555
11.034000,0.497465
11.040000,0.494375
11.046000,0.491285
11.052000,0.488196
11.058000,0.485106
11.064000,0.482016
11.070000,0.478926
11.076000,0.475836
11.082000,0.472746
11.088000,0.469656
11.094000,0.466567
11.100000,0.463477
11.106000,0.460387
11.112000,0.457297
11.118000,0.454207
11.124000,0.451117
11.130000,0.448028
11.136000,0.444938
11.142000,0.441848
11.148000,0.438758
11.154000,0.435668
11.160000,0.432578
11.166000,0.429488
11.172000,0.426399
11.178000,0.423309
11.184000,0.420219
11.190000,0.417129
11.196000,0.414039
11.202000,0.410949
11.208000,0.407860
11.214000,0.404770
11.220000,0.401680
11.226000,0.398590
11.232000,0.395500
11.238000,0.392410
11.244000,0.389320
11.250000,0.386231
11.256000,0.383141
11.262000,0.380051
11.268000,0.376961
11.274000,0.373871
11.280000,0.370781
11.286000,0.367692
11.292000,0.364602
11.298000,0.361512
11.304000,0.358422
11.310000,0.355332
11.316000,0.352242
11.322000,0.349153
11.328000,0.346063
11.334000,0.342973
11.340000,0.339883
11.346000,0.336793
11.352000,0.333703
11.358000,0.330613
11.364000,0.327524
11.370000,0.324434
11.376000,0.321344
11.382000,0.318254
11.388000,0.315164
11.394000,0.312074
11.400000,0.308985
11.406000,0.305895
11.412000,0.302805
11.418000,0.299715
11.424000,0.296625
11.430000,0.293535
11.436000,0.290445
11.442000,0.287356
11.448000,0.284266
11.454000,0.281176
11.460000,0.278086
11.466000,0.274996
11.472000,0.271906
11.478000,0.268817
11.484000,0.265727
11.490000,0.262637
11.496000,0.259547
11.502000,0.256457
11.508000,0.253367
11.514000,0.250277
11.520000,0.247188
11.526000,0.244098
11.532000,0.241008
11.538000,0.237918
11.544000,0.234828
11.550000,0.231738
11.556000,0.228649
11.562000,0.225559
11.568000,0.222469
11.574000,0.219379
11.580000,0.216289
11.586000,0.213199
11.592000,0.210109
11.598000,0.207020
11.604000,0.203930
11.610000,0.200840
11.616000,0.197750
11.622000,0.194660
11.628000,0.191570
11.634000,0.188481
11.640000,0.185391
11.646000,0.182301
11.652000,0.179211
11.658000,0.176121
11.664000,0.173031
11.670000,0.169941
11.676000,0.166852
11.682000,0.163762
11.688000,0.160672
11.694000,0.157582
11.700000,0.154492
11.706000,0.151402
11.712000,0.148313
11.718000,0.145223
11.724000,0.142133
11.730000,0.139043
11.736000,0.135953
11.742000,0.132863
11.748000,0.129773
11.754000,0.126684
11.760000,0.123594
11.766000,0.120504
11.772000,0.117414
11.778000,0.114324
11.784000,0.111234
11.790000,0.108145
11.796000,0.105055
11.802000,0.101965
11.808000,0.098875
11.814000,0.095785
11.820000,0.092695
11.826000,0.089606
11.832000,0.086516
11.838000,0.083426
11.844000,0.080336
11.850000,0.077246
11.856000,0.074156
11.862000,0.071066
11.868000,0.067977
11.874000,0.064887
11.880000,0.061797
11.886000,0.058707
11.892000,0.055617
11.898000,0.052527
11.904000,0.049438
11.910000,0.046348
11.916000,0.043258
11.922000,0.040168
11.928000,0.037078
11.934000,0.033988
11.940000,0.030898
11.946000,0.027809
11.952000,0.024719
11.958000,0.021629
11.964000,0.018539
11.970000,0.015449
11.976000,0.012359
11.982000,0.009270
11.988000,0.006180
11.994000,0.003090
12.000000,0.000000
