station,x,r,Ux,Ur,Uz,k,epsilon,nut
expansion_4D,2.6,0.047448185,1.4743072,5.1550761e-05,-1.0174973e-12,0.046421945,1.7857999,8.2216172e-05
expansion_4D,2.6,0.047323755,1.4931775,5.464497e-05,-1.4374466e-12,0.046321985,1.6908493,8.7424996e-05
expansion_4D,2.6,0.047193185,1.5110255,5.8189589e-05,-1.1363706e-12,0.04618628,1.6091304,9.3113059e-05
expansion_4D,2.6,0.047056171,1.5280422,6.1867507e-05,-1.0464986e-12,0.046036685,1.5351517,9.8908884e-05
expansion_4D,2.6,0.046912395,1.545738,6.5692607e-05,-1.0679588e-12,0.045881112,1.4582186,0.00010493601
expansion_4D,2.6,0.046761524,1.5638086,6.9613425e-05,-1.4486855e-12,0.045722273,1.3796634,0.00011109071
expansion_4D,2.6,0.046603207,1.5811403,7.4025928e-05,-1.2091957e-12,0.045544827,1.3114031,0.00011767789
expansion_4D,2.6,0.046437077,1.5977432,7.8640587e-05,-1.0985915e-12,0.04535961,1.2502699,0.00012440176
expansion_4D,2.6,0.046262749,1.6149979,8.3437539e-05,-1.1200018e-12,0.045167112,1.1867339,0.00013138973
expansion_4D,2.6,0.046079818,1.6324939,8.8324495e-05,-1.6427251e-12,0.044971955,1.1223184,0.00013847506
expansion_4D,2.6,0.045887859,1.6493798,9.3937638e-05,-1.1313313e-12,0.044760411,1.0677934,0.00014613191
expansion_4D,2.6,0.045686426,1.6657236,9.9640988e-05,-1.1522286e-12,0.044548775,1.0172512,0.00015378501
expansion_4D,2.6,0.045475053,1.682874,0.0001056258,-1.1741571e-12,0.044326695,0.96421466,0.00016181578
expansion_4D,2.6,0.045253249,1.6998908,0.00011170618,-1.8580563e-12,0.044104331,0.91226733,0.00016986342
expansion_4D,2.6,0.045020498,1.7162958,0.00011873034,-1.1865132e-12,0.043866355,0.86979994,0.00017854468
expansion_4D,2.6,0.044776261,1.7327869,0.00012580523,-1.2084465e-12,0.043627102,0.82710113,0.00018727296
expansion_4D,2.6,0.044519971,1.7498564,0.00013314167,-1.4679251e-12,0.043379466,0.78290753,0.0001963069
expansion_4D,2.6,0.044251033,1.7665428,0.00014106867,-1.4267503e-12,0.043124344,0.74330643,0.00020562165
expansion_4D,2.6,0.043968823,1.7827782,0.00014946824,-1.2451389e-12,0.042863855,0.70812532,0.00021514217
expansion_4D,2.6,0.043672685,1.7996183,0.00015818648,-1.2687052e-12,0.042593659,0.67163173,0.00022501796
expansion_4D,2.6,0.043361933,1.8164624,0.0001670351,-2.0416753e-12,0.04232204,0.63543112,0.00023493567
expansion_4D,2.6,0.043035846,1.8328976,0.00017709468,-1.2843548e-12,0.042031166,0.6055982,0.00024540994
expansion_4D,2.6,0.042693666,1.849445,0.00018725197,-1.3089549e-12,0.041738306,0.57555422,0.00025595954
expansion_4D,2.6,0.042334599,1.8664464,0.00019771691,-1.761162e-12,0.041437413,0.54469004,0.00026679648
expansion_4D,2.6,0.041957812,1.8832465,0.00020915819,-1.3264331e-12,0.041118935,0.51749315,0.00027797345
expansion_4D,2.6,0.04156243,1.8996371,0.00022087698,-1.3526287e-12,0.040798206,0.49251356,0.00028911147
expansion_4D,2.6,0.041147537,1.9168166,0.00023316155,-1.4055202e-12,0.040462042,0.46633211,0.00030078529
expansion_4D,2.6,0.040712168,1.9336565,0.00024586359,-1.7650985e-12,0.040119046,0.44217457,0.00031239722
expansion_4D,2.6,0.040255313,1.9502946,0.00025943182,-1.4004703e-12,0.039757388,0.42083982,0.00032418227
expansion_4D,2.6,0.039775913,1.9674466,0.00027344377,-1.4304164e-12,0.039384587,0.39884313,0.00033633522
expansion_4D,2.6,0.039272854,1.9846025,0.00028771268,-2.195874e-12,0.039006422,0.3772578,0.00034850275
expansion_4D,2.6,0.038744969,2.0015345,0.00030311171,-1.4535929e-12,0.038595243,0.35892916,0.00036068023
expansion_4D,2.6,0.038191033,2.0187374,0.00031881689,-1.4869911e-12,0.038177567,0.34030195,0.00037306286
expansion_4D,2.6,0.03760976,2.0362136,0.00033483918,-2.3597266e-12,0.037753172,0.32138458,0.00038563116
expansion_4D,2.6,0.0369998,2.0534803,0.00035178449,-1.5134799e-12,0.037285825,0.30531514,0.00039784812
expansion_4D,2.6,0.036359739,2.0708185,0.0003689887,-1.5513582e-12,0.036812704,0.28939191,0.00041011829
expansion_4D,2.6,0.035688091,2.0886145,0.00038669913,-2.2172701e-12,0.036326989,0.27305184,0.00042270171
expansion_4D,2.6,0.034983297,2.1062521,0.00040475054,-1.581859e-12,0.035796811,0.25868401,0.00043458904
expansion_4D,2.6,0.034243721,2.1237948,0.00042297702,-1.6254991e-12,0.035255284,0.24492975,0.00044627317
expansion_4D,2.6,0.033467647,2.1419411,0.00044186822,-2.1235456e-12,0.034695024,0.23070451,0.00045834939
