x_m,p_over_rho_m2_s2
0.0,5.13858009821584
0.010033444816053512,5.133413132994725
0.020066889632107024,5.128246167773609
0.030100334448160536,5.123079202552493
0.04013377926421405,5.117912237331377
0.05016722408026756,5.112745272110262
0.06020066889632107,5.107578306889146
0.07023411371237459,5.102411341668031
0.0802675585284281,5.097244376446914
0.0903010033444816,5.092077411225799
0.10033444816053512,5.0869104460046835
0.11036789297658864,5.081743480783568
0.12040133779264214,5.0765765155624525
0.13043478260869565,5.071409550341336
0.14046822742474918,5.066242585120221
0.1505016722408027,5.061075619899105
0.1605351170568562,5.05590865467799
0.1705685618729097,5.050741689456874
0.1806020066889632,5.045574724235759
0.19063545150501673,5.040407759014642
0.20066889632107024,5.035240793793527
0.21070234113712374,5.030073828572411
0.22073578595317728,5.024906863351296
0.23076923076923078,5.01973989813018
0.2408026755852843,5.014572932909064
0.2508361204013378,5.0094059676879485
0.2608695652173913,5.004239002466833
0.2709030100334448,4.999072037245718
0.28093645484949836,4.993905072024602
0.29096989966555187,4.988738106803486
0.3010033444816054,4.98357114158237
0.3110367892976589,4.978404176361255
0.3210702341137124,4.973237211140139
0.3311036789297659,4.968070245919024
0.3411371237458194,4.962903280697907
0.3511705685618729,4.957736315476792
0.3612040133779264,4.9525693502556765
0.37123745819397996,4.947402385034561
0.38127090301003347,4.9422354198134455
0.391304347826087,4.93706845459233
0.4013377926421405,4.931901489371214
0.411371237458194,4.926734524150098
0.4214046822742475,4.921567558928983
0.431438127090301,4.916400593707867
0.44147157190635455,4.911233628486752
0.45150501672240806,4.906066663265635
0.46153846153846156,4.90089969804452
0.47157190635451507,4.895732732823404
0.4816053511705686,4.890565767602289
0.4916387959866221,4.885398802381173
0.5016722408026756,4.880231837160057
0.5117056856187291,4.875064871938942
0.5217391304347826,4.869897906717826
0.5317725752508361,4.864730941496711
0.5418060200668896,4.859563976275595
0.5518394648829431,4.854397011054479
0.5618729096989967,4.849230045833363
0.5719063545150502,4.844063080612248
0.5819397993311037,4.838896115391132
0.5919732441471572,4.833729150170017
0.6020066889632107,4.8285621849489
0.6120401337792643,4.823395219727785
0.6220735785953178,4.8182282545066695
0.6321070234113713,4.813061289285554
0.6421404682274248,4.8078943240644385
0.6521739130434783,4.802727358843322
0.6622073578595318,4.797560393622207
0.6722408026755853,4.792393428401091
0.6822742474916388,4.787226463179976
0.6923076923076923,4.78205949795886
0.7023411371237458,4.776892532737745
0.7123745819397993,4.771725567516628
0.7224080267558528,4.766558602295513
0.7324414715719064,4.761391637074397
0.7424749163879599,4.756224671853282
0.7525083612040134,4.751057706632166
0.7625418060200669,4.74589074141105
0.7725752508361204,4.740723776189935
0.782608695652174,4.735556810968819
0.7926421404682275,4.730389845747704
0.802675585284281,4.725222880526588
0.8127090301003345,4.720055915305472
0.822742474916388,4.714888950084356
0.8327759197324415,4.709721984863241
0.842809364548495,4.704555019642125
0.8528428093645485,4.69938805442101
0.862876254180602,4.694221089199894
0.8729096989966555,4.689054123978778
0.8829431438127091,4.6838871587576625
0.8929765886287626,4.678720193536547
0.9030100334448161,4.6735532283154315
0.9130434782608696,4.668386263094315
0.9230769230769231,4.6632192978732
0.9331103678929766,4.658052332652084
0.9431438127090301,4.652885367430969
0.9531772575250836,4.647718402209853
0.9632107023411371,4.642551436988738
0.9732441471571907,4.637384471767621
0.9832775919732442,4.632217506546506
0.9933110367892977,4.62705054132539
1.0033444816053512,4.621883576104275
1.0133779264214047,4.616716610883159
1.0234113712374582,4.611549645662043
1.0334448160535117,4.606382680440928
1.0434782608695652,4.601215715219812
1.0535117056856187,4.596048749998697
1.0635451505016722,4.590881784777581
1.0735785953177257,4.585714819556465
1.0836120401337792,4.580547854335349
1.0936454849498327,4.575380889114234
1.1036789297658862,4.570213923893118
1.1137123745819397,4.565046958672003
