x [m],p_coarse/rho [m2/s2],p_medium/rho [m2/s2],p_fine/rho [m2/s2],p_local,p_average,grid trend,order status,GCI absolute [m2/s2],GCI relative [%],lower/rho [m2/s2],upper/rho [m2/s2]
1.11342785655,5.70234834484,5.34165670055,5.17615977806,1.9632150919787534,1.611553950700987,Monotonic convergence,Included,0.2251213268281908,4.349195861039769,4.951038451231809,5.401281104888191
1.1259382819,5.69439026029,5.33451118686,5.16935028109,1.9626602715277839,1.611553950700987,Monotonic convergence,Included,0.22466425168319945,4.34608295949771,4.9446860294068005,5.394014532773199
1.13844870726,5.68643217573,5.32736567317,5.16254164461,1.962116056940766,1.611553950700987,Monotonic convergence,Included,0.22420600603516885,4.342938449111655,4.938335638574832,5.386747650645169
1.15095913261,5.67847409118,5.32022015948,5.15574354716,1.961728951630837,1.611553950700987,Monotonic convergence,Included,0.22373342440806782,4.339498703951432,4.932010122751932,5.379476971568068
1.16346955796,5.67051600662,5.31308803582,5.14894615838,1.9610546418459498,1.611553950700987,Monotonic convergence,Included,0.22327809291798628,4.336384301758473,4.925668065462014,5.372224251297986
1.17597998332,5.66255792207,5.30597593042,5.14215498513,1.9600279961252614,1.611553950700987,Monotonic convergence,Included,0.22284153693650433,4.333621557127582,4.919313448193496,5.364996522066504
1.18849040867,5.6546337603,5.29886382502,5.13537038176,1.9593342014793955,1.611553950700987,Monotonic convergence,Included,0.2223960441114832,4.330671939484595,4.912974337648516,5.357766425871483
1.20100083403,5.64672244913,5.29175171962,5.1285863647,1.9587364650838395,1.611553950700987,Monotonic convergence,Included,0.2219497537436228,4.327698472064355,4.906636610956378,5.350536118443623
1.21351125938,5.63881113796,5.28465853872,5.12181226321,1.957865516519379,1.611553950700987,Monotonic convergence,Included,0.22151571799805164,4.324948018676905,4.9002965452119485,5.343327981208051
1.22602168474,5.63089982679,5.27757705515,5.11503905659,1.9567430494296245,1.611553950700987,Monotonic convergence,Included,0.2210963765687958,4.322476800718552,4.893942680021204,5.336135433158796
1.23853211009,5.62298851562,5.27049557159,5.1082716021,1.955704048086947,1.611553950700987,Monotonic convergence,Included,0.22066921067448428,4.319840992475177,4.887602391425516,5.328940812774484
1.25104253545,5.6150829615,5.2634141416,5.10150980403,1.9547870625881918,1.611553950700987,Monotonic convergence,Included,0.22023442336337154,4.317044008998957,4.8812753806666285,5.3217442273933715
1.2635529608,5.60720944712,5.25635815617,5.09474891898,1.953535098650376,1.611553950700987,Monotonic convergence,Included,0.21983300569291866,4.314893809073728,4.874915913287081,5.314581924672918
1.27606338616,5.59933593273,5.24930430329,5.08799784985,1.9523812957528937,1.611553950700987,Monotonic convergence,Included,0.2194211365263108,4.3125241598280075,4.868576713323689,5.307418986376311
1.28857381151,5.59146241834,5.24225045042,5.08124678072,1.9512226156070078,1.611553950700987,Monotonic convergence,Included,0.2190092673733069,4.310148214101773,4.862237513346693,5.300256048093307
1.30108423686,5.58358890395,5.23520454911,5.07450259154,1.949985632234194,1.611553950700987,Monotonic convergence,Included,0.21859885590459813,4.307788831737658,4.855903735635402,5.293101447444598
1.31359466222,5.57571538957,5.2281754062,5.06776148849,1.9484112611970836,1.611553950700987,Monotonic convergence,Included,0.218207042483013,4.305787535159442,4.849554446006987,5.285968530973014
1.32610508757,5.56786749799,5.22114626328,5.06102375229,1.947066469867898,1.611553950700987,Monotonic convergence,Included,0.21781064920592985,4.303687551503298,4.84321310308407,5.27883440149593
1.33861551293,5.56002640432,5.21411712037,5.05429244032,1.945864981738069,1.611553950700987,Monotonic convergence,Included,0.2174055172229628,4.301403604758539,4.836886923097038,5.271697957542963
1.35112593828,5.55218531064,5.20710556548,5.04756188806,1.944269079880891,1.611553950700987,Monotonic convergence,Included,0.21702327636944163,4.299566427958216,4.830538611690558,5.264585164429441
1.36363636364,5.54434421697,5.2000982837,5.04083935602,1.9426941802785207,1.611553950700987,Monotonic convergence,Included,0.2166359384158506,4.297616391149901,4.824203417604149,5.257475294435851
1.37614678899,5.53650312329,5.19309100192,5.03411728442,1.9411198455819199,1.611553950700987,Monotonic convergence,Included,0.21624797413723826,4.295648311701046,4.817869310282761,5.250365258557238
1.38865721435,5.52867831341,5.18609090118,5.02740193627,1.939597800235342,1.611553950700987,Monotonic convergence,Included,0.21586063230686314,4.293681608179064,4.811541303963137,5.2432625685768635
1.4011676397,5.52086359004,5.17910287895,5.02068875543,1.9378991375128485,1.611553950700987,Monotonic convergence,Included,0.21548677243410483,4.2919763190070395,4.805201982995896,5.236175527864105
1.41367806505,5.51304886667,5.17211485671,5.01397998952,1.9362628840166105,1.611553950700987,Monotonic convergence,Included,0.215106907028822,4.29014290999224,4.798873082491178,5.229086896548822
1.42618849041,5.5052341433,5.16512797535,5.00727528972,1.9346575296642672,1.611553950700987,Monotonic convergence,Included,0.21472306250628986,4.288221639164099,4.79255222721371,5.22199835222629
1.43869891576,5.49741941992,5.158156058,5.00057307915,1.9327386084545628,1.611553950700987,Monotonic convergence,Included,0.21435618711516796,4.2866324263699065,4.786216892034831,5.214929266265168
