station,x,r,Ux,Ur,Uz,k,epsilon,nut,wall_distance,r_over_R,U_over_Ubulk,yplus,uplus,nut_over_nu,u_tau,below_first_cell,mesh
expansion_4D,2.6,4.9969541e-08,2.5001329,2.2701031e-09,-2.3203976e-15,0.015532348,0.041126167,0.00051699968,0.049969491030459,1e-06,1.25006645,598.1999735990208,20.884382152321436,51.69996799999999,0.1197130411503265,False,coarse
expansion_4D,2.6,0.002350038,2.500132,0.00010677625,-7.578771e-13,0.015532922,0.041128202,0.00051701264,0.047619503,0.04702940937560343,1.250066,570.0675522197096,20.884374634343512,51.701263999999995,0.1197130411503265,False,coarse
expansion_4D,2.6,0.0045895552,2.4992634,0.00020992459,-1.340804e-12,0.015605241,0.041507689,0.00051732734,0.0453799858,0.09184705538920199,1.2496317,543.2576107476632,20.877118950320675,51.732733999999994,0.1197130411503265,False,coarse
expansion_4D,2.6,0.0067237492,2.4878385,0.00031347189,-9.3976793e-13,0.016554223,0.046497753,0.00052134966,0.0432457918,0.1345569534048752,1.24391925,517.7085253331852,20.781683232622605,52.134966,0.1197130411503265,False,coarse
expansion_4D,2.6,0.0087575733,2.4779007,0.00040372235,-1.1193016e-12,0.017379225,0.050838806,0.00052481787,0.0412119677,0.1752582298084347,1.23895035,493.36099851560255,20.69866972043958,52.481787,0.1197130411503265,False,coarse
expansion_4D,2.6,0.010695748,2.4658915,0.0004639769,-1.168252e-12,0.018307777,0.056121221,0.00052860121,0.039273793,0.2140453521476213,1.23294575,470.1585197538404,20.598353164410234,52.86012099999999,0.1197130411503265,False,coarse
expansion_4D,2.6,0.012542771,2.4497673,0.00050460085,-9.8386247e-13,0.019494311,0.063246957,0.0005331264,0.03742677,0.25100832925401495,1.22488365,448.04724571338045,20.463662742672867,53.312639999999995,0.1197130411503265,False,coarse
expansion_4D,2.6,0.01430293,2.4344759,0.00054317257,-1.0589444e-12,0.020619588,0.070004616,0.00053741978,0.035666611,0.28623296739908016,1.21723795,426.9758470335687,20.335928956503334,53.741978,0.1197130411503265,False,coarse
expansion_4D,2.6,0.01598031,2.4177638,0.00056923515,-9.9594312e-13,0.021753603,0.077516929,0.00054056171,0.033989230999999995,0.31980101638316033,1.2088819,406.8954209370952,20.19632762452302,54.056171,0.1197130411503265,False,coarse
expansion_4D,2.6,0.017578803,2.3993975,0.00058481932,-8.8212735e-13,0.022918497,0.08587987,0.00054252659,0.032390738,0.3517903636537306,1.19969875,387.75937510834444,20.042908249127343,54.252658999999994,0.1197130411503265,False,coarse
expansion_4D,2.6,0.019102121,2.3818413,0.00059976361,-9.6303236e-13,0.024032135,0.093873746,0.00054441438,0.03086742,0.38227529446388153,1.19092065,369.52327206644105,19.896255889189764,54.441438,0.1197130411503265,False,coarse
expansion_4D,2.6,0.020553797,2.3635551,0.00060477408,-8.8461299e-13,0.025100115,0.10247244,0.00054427452,0.029415744,0.4113265118845098,1.18177755,352.14481719394695,19.74350561382889,54.42745199999999,0.1197130411503265,False,coarse
expansion_4D,2.6,0.021937202,2.3444824,0.00060125619,-7.985652e-13,0.026135754,0.11167099,0.00054220414,0.028032339,0.4390114770115659,1.1722412,335.58365522469023,19.584185461097576,54.220414,0.1197130411503265,False,coarse
expansion_4D,2.6,0.023255547,2.3262009,0.00059793361,-8.7123466e-13,0.027128532,0.12048767,0.00054022753,0.026713993999999998,0.465394448990436,1.16310045,319.8013463011575,19.431474446288057,54.022753,0.1197130411503265,False,coarse
expansion_4D,2.6,0.02451189,2.307541,0.00058968037,-8.2136969e-13,0.028066367,0.12992693,0.00053629261,0.025457650999999998,0.4905366251012792,1.1537705,304.761282175365,19.275602539428988,53.629261,0.1197130411503265,False,coarse
expansion_4D,2.6,0.025709148,2.2884383,0.00057680213,-7.34802e-13,0.028957449,0.13998903,0.00053040446,0.024260392999999998,0.5144963809053199,1.14421915,290.42854255320924,19.116031787433702,53.04044599999999,0.1197130411503265,False,coarse
expansion_4D,2.6,0.0268501,2.2701087,0.00056448483,-7.8068059e-13,0.029812496,0.14964373,0.00052475711,0.023119441,0.5373293302814208,1.13505435,276.76985918055453,18.962918978470952,52.475711,0.1197130411503265,False,coarse
expansion_4D,2.6,0.027937394,2.2515366,0.00054972453,-7.8932846e-13,0.030621672,0.16000938,0.00051761271,0.022032147,0.5590884655114202,1.1257683,263.7535320441042,18.807780492124433,51.761270999999994,0.1197130411503265,False,coarse
expansion_4D,2.6,0.028973553,2.23268,0.00053222891,-6.8490668e-13,0.031382523,0.17114769,0.00050875374,0.020995988,0.579824277353278,1.11634,251.34935754357613,18.65026548942459,50.875373999999994,0.1197130411503265,False,coarse
expansion_4D,2.6,0.029960982,2.2145844,0.00051546595,-6.9083492e-13,0.032112621,0.1818369,0.00050024823,0.020008559,0.5995848951264131,1.1072922,239.5285446925735,18.499107354720813,50.02482299999999,0.1197130411503265,False,coarse
expansion_4D,2.6,0.030901973,2.1962579,0.00049775462,-7.842297e-13,0.032811446,0.19333184,0.00049074832,0.019067568,0.6184161867726582,1.09812895,228.26365526206484,18.346020441015337,49.074831999999994,0.1197130411503265,False,coarse
expansion_4D,2.6,0.031798709,2.1777464,0.00047867789,-6.4482258e-13,0.033462438,0.20583989,0.00047986248,0.018170831999999998,0.6363618389050242,1.0888732,217.5285558951669,18.191388165182044,47.986247999999996,0.1197130411503265,False,coarse
expansion_4D,2.6,0.032653273,2.1599505,0.00046036343,-6.2486198e-13,0.034088173,0.21786553,0.00046938949,0.017316268000000003,0.6534635369174193,1.07997525,207.2983103654082,18.04273351712533,46.938948999999994,0.1197130411503265,False,coarse
expansion_4D,2.6,0.033467647,2.1419419,0.0004418579,-7.9859193e-13,0.034695014,0.23070444,0.00045834927,0.016501893999999996,0.6697609449724584,1.07097095,197.54919154803252,17.89230212028707,45.83492699999999,0.1197130411503265,False,coarse
expansion_4D,2.6,0.034243721,2.1237955,0.00042296837,-6.1155965e-13,0.035255275,0.24492969,0.00044627306,0.01572582,0.6852918861111812,1.06189775,188.25857367826274,17.7407196374963,44.627306,0.1197130411503265,False,coarse
expansion_4D,2.6,0.034983297,2.1062528,0.0004047436,-5.952346e-13,0.035796803,0.25868396,0.00043458893,0.014986244000000003,0.7000924223018178,1.0531264,179.40488446608336,17.594180047227507,43.458892999999996,0.1197130411503265,False,coarse
expansion_4D,2.6,0.035688091,2.0886152,0.00038669349,-8.3435281e-13,0.036326981,0.27305179,0.00042270161,0.014281450000000001,0.7141968944641697,1.0443076,170.96758115363303,17.44684772795369,42.270160999999995,0.1197130411503265,False,coarse
expansion_4D,2.6,0.036359739,2.0708191,0.00036898428,-5.836639e-13,0.036812697,0.28939186,0.00041011819,0.013609801999999997,0.7276380425427562,1.03540955,162.92707868737952,17.29819140923522,41.011818999999996,0.1197130411503265,False,coarse
expansion_4D,2.6,0.0369998,2.053481,0.00035178139,-5.6923979e-13,0.037285818,0.3053151,0.00039784802,0.012969741,0.7404470655433877,1.0267405,155.26471380420767,17.15336090594671,39.784802,0.1197130411503265,False,coarse
expansion_4D,2.6,0.03760976,2.0362142,0.00033483714,-8.8733241e-13,0.037753165,0.32138455,0.00038563107,0.012359781,0.7526537015819297,1.0181071,147.96269714620234,17.009125993575566,38.563106999999995,0.1197130411503265,False,coarse
expansion_4D,2.6,0.038191033,2.0187381,0.0003188156,-5.5913982e-13,0.038177561,0.34030192,0.00037306278,0.011778508,0.7642862478964936,1.00936905,141.004101289345,16.86314273367279,37.306278,0.1197130411503265,False,coarse
expansion_4D,2.6,0.038744969,2.0015351,0.00030311129,-5.4639357e-13,0.038595237,0.35892913,0.00036068015,0.011224572000000002,0.7753717209449652,1.00076755,134.37276497308028,16.71944076240303,36.068014999999995,0.1197130411503265,False,coarse
expansion_4D,2.6,0.039272854,1.9846031,0.000287713,-8.2522811e-13,0.039006417,0.37725778,0.00034850268,0.010696686999999996,0.7859358564050049,0.99230155,128.05329310031618,16.578002537817806,34.85026799999999,0.1197130411503265,False,coarse
expansion_4D,2.6,0.039775913,1.9674472,0.0002734445,-5.3755386e-13,0.039384583,0.39884312,0.00033633515,0.010193627999999996,0.7960031692106198,0.9837236,122.03102082351198,16.43469400739248,33.633514999999996,0.1197130411503265,False,coarse
expansion_4D,2.6,0.040255313,1.9502952,0.00025943306,-5.2614727e-13,0.039757384,0.42083982,0.00032418221,0.009714227999999998,0.805597013588738,0.9751476,116.29197763076536,16.291418054871468,32.418220999999996,0.1197130411503265,False,coarse
expansion_4D,2.6,0.040712168,1.933657,0.00024586528,-6.62982e-13,0.040119042,0.44217458,0.00031239716,0.009257373,0.8147396831201632,0.9668285,110.82282748929212,16.1524340324114,31.239716,0.1197130411503265,False,coarse
expansion_4D,2.6,0.041147537,1.9168171,0.00023316344,-5.2793263e-13,0.040462039,0.46633212,0.00030078524,0.008822004000000001,0.8234523707151923,0.95840855,105.6108927880345,16.011765147566567,30.078523999999998,0.1197130411503265,False,coarse
expansion_4D,2.6,0.04156243,1.8996377,0.00022087911,-5.0793696e-13,0.040798204,0.49251358,0.00028911142,0.008407111000000002,0.8317552886867622,0.94981885,100.64408250983628,15.868260314384463,28.911141999999998,0.1197130411503265,False,coarse
expansion_4D,2.6,0.041957812,1.8832469,0.00020916056,-4.979713e-13,0.041118933,0.51749318,0.0002779734,0.008011729000000002,0.8396677487992135,0.94162345,95.91084434622643,15.731342900521277,27.79734,0.1197130411503265,False,coarse
expansion_4D,2.6,0.042334599,1.8664469,0.00019771937,-6.6117129e-13,0.041437411,0.54469008,0.00026679644,0.007634941999999999,0.8472080822195265,0.93322345,91.40021258263558,15.591007312697524,26.679644,0.1197130411503265,False,coarse
expansion_4D,2.6,0.042693666,1.8494455,0.0001872545,-4.91321e-13,0.041738305,0.57555426,0.0002559595,0.007275875000000001,0.8543937996148494,0.92472275,87.10171232796318,15.448989368481648,25.59595,0.1197130411503265,False,coarse
expansion_4D,2.6,0.043035846,1.8328981,0.00017709729,-4.819609e-13,0.042031165,0.60559825,0.0002454099,0.006933694999999997,0.8612415711403073,0.91644905,83.00537148588126,15.310763826460532,24.54099,0.1197130411503265,False,coarse
expansion_4D,2.6,0.043361933,1.8164629,0.00016703775,-7.660563e-13,0.042322039,0.63543118,0.00023493564,0.006607608000000001,0.8677672864755752,0.90823145,79.10168484092266,15.17347552568667,23.493563999999996,0.1197130411503265,False,coarse
expansion_4D,2.6,0.043672685,1.7996187,0.00015818911,-4.7600824e-13,0.042593659,0.6716318,0.00022501793,0.0062968559999999965,0.8739861148614514,0.89980935,75.38157814456798,15.032770721613998,22.501792999999996,0.1197130411503265,False,coarse
expansion_4D,2.6,0.043968823,1.7827787,0.00014947088,-4.670483e-13,0.042863855,0.70812539,0.00021514215,0.006000718000000002,0.8799124850876656,0.89138935,71.83642008655052,14.892101001438286,21.514215,0.1197130411503265,False,coarse
expansion_4D,2.6,0.044251033,1.7665432,0.00014107131,-5.3504606e-13,0.043124345,0.74330651,0.00020562163,0.005718507999999997,0.8855601255172627,0.8832716,68.45799835224709,14.75648085643159,20.562162999999998,0.1197130411503265,False,coarse
